incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2025-0129-001,Amsterdam Services N.V.,6758190236.75,NL,56,,228627,True,AMST.AS,2025-01-29,False,2025-02-17,2025-02-21,ddos,,,,,,,"SSO,HR_systems,file_servers",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001541422&type=8-K&dateb=20251212&owner=include&count=10,https://www.bleepingcomputer.com/news/security/amsterdam-services-nv-hit-by-cyberattack-2025/,sec_filing,1,97.38,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0313-001,Raleigh Holdings Holdings Inc.,381571305.56,AE,52,,1511,False,,2022-03-13,False,2022-04-15,2022-04-25,ransomware,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,probable,7443,financial,"email,SSO",10.56,https://therecord.media/2022/07/12/raleigh-holdings-holdings-breached,https://www.raleigh-holdings-holdings.com/newsroom/2022/02/security-update,verified_media,4,92.02,Gold,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0510-001,Sierra Node Ventures SA,48578250641.23,CH,51,,121295,True,SNV.SW,2025-05-10,False,2025-06-13,2025-07-07,backdoor,phishing,,,,,,"active_directory,VPN,payment_systems,SCADA",,https://www.sierra-node-ventures-sa.com/newsroom/2025/01/security-update,,company_pr,2,67.64,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-001,Timber Baltic Labs Corp.,760011461.36,US,62,,3539,True,TBL,2023-12-09,True,2024-01-12,2024-01-22,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1474963,mixed,"customer_database,cloud_infrastructure",19.05,https://www.cnil.fr/decisions/2023/07/INQ-2023-00179,https://www.theregister.com/2023/01/09/timber-baltic-labs-c_security_incident/,gdpr_notification,1,90.97,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0126-001,Okonkwo Retail Group SA,185852301.53,FR,44-45,61,1612,True,OKON.PA,2023-01-26,False,2023-05-01,2023-05-21,malware,,,Hive,probable,8223,PII,"CRM,active_directory,website,customer_database,ERP",22.2,https://www.okonkwo-retail-group-sa.com/newsroom/2023/06/security-update,,company_pr,2,97.38,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1121-001,Lantern Borealis Transport Group SA,303618338.7,FR,48-49,,2120,False,,2024-11-21,False,2024-11-29,2024-12-11,ransomware,,,,,122513,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,https://www.lantern-borealis-transpor.com/newsroom/2024/04/security-update,,company_pr,2,73.81,Silver,,Data exfiltration confirmed via dark web monitoring service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0629-001,Nexus Summit Industries Corp.,116374357.95,US,31-33,,655,True,NSI,2024-06-29,False,2024-08-31,2024-11-03,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,,,"manufacturing_OT,backup_systems,SSO",,https://www.nexus-summit-industries-c.com/newsroom/2024/08/security-update,,company_pr,2,58.94,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1105-001,SanDiego Services Co.,414106058.1,US,54,51,1850,False,,2024-11-05,False,2025-01-05,2025-01-13,ransomware,ddos,,,,,,"backup_systems,CRM,manufacturing_OT",274.09,https://blog.talosintelligence.com/2024/01/sandiego-services-co-campaign.html,,cybersecurity_firm,3,97.17,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0816-001,Sequoia Expert Consulting Group Inc.,6378106796.04,US,54,,33772,True,SEC,2022-08-16,False,2022-08-26,2022-10-04,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,unknown,36959,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001892253&type=8-K&dateb=20220401&owner=include&count=10,https://www.mandiant.com/resources/blog/sequoia-expert-consu-incident-response-2022,sec_filing,1,95.82,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0127-001,Frontier Urban Properties S.L.,35095220.87,ES,53,51,133,False,,2025-01-27,False,2025-02-08,2025-02-18,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,14696,PII,CRM,,https://www.bfdi.bund.de/decisions/2025/11/INQ-2025-00185,,gdpr_notification,1,91.11,Gold,,OT/ICS systems affected; physical operations suspended for 21 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0320-001,Citadel Store Retail AB,372760483.25,SE,44-45,,4423,False,,2024-03-20,False,2024-03-28,2024-05-14,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"VPN,active_directory,backup_systems,CRM,payment_systems",163.08,https://www.bfdi.bund.de/decisions/2024/12/INQ-2024-00186,https://www.theregister.com/2024/07/01/citadel-store-retail_security_incident/,gdpr_notification,1,91.13,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0521-001,ArchDraft Development Pvt. Ltd.,342868920.5,IN,23,,2013,False,,2023-05-21,False,2023-05-23,2023-06-06,apt,,,,,1000,credentials,"SCADA,active_directory,email,ERP,VPN",26.28,https://krebsonsecurity.com/2023/02/archdraft-developmen-breach-exposes-data/,,verified_media,4,99.66,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1225-001,Atlanta Components Holdings Inc.,326625998.19,US,31-33,,1374,True,ATL2,2025-12-25,False,2026-01-26,2026-05-01,apt,,,Akira,probable,3392784,PII,"payment_systems,SCADA,CRM",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001845220&type=8-K&dateb=20250713&owner=include&count=10,,sec_filing,1,92.93,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1116-001,Minneapolis Electric Group Inc.,28961677805.62,MX,22,,54205,False,,2022-11-16,False,2023-01-15,2023-01-21,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,"HR_systems,backup_systems,website,SCADA",,https://krebsonsecurity.com/2022/12/minneapolis-electric-breach-exposes-data/,https://www.ico.org.uk/decisions/2022/04/INQ-2022-00189,verified_media,3,84.07,Silver,,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0331-001,MatrixByte Microsystems Inc.,4081108010.21,US,51,,16249,False,,2021-03-31,True,2021-04-18,2021-06-03,ransomware,apt,,APT41,probable,731006,health,"email,backup_systems,active_directory,VPN",170.79,https://therecord.media/2021/02/14/matrixbyte-microsystems-i-breached,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001849524&type=8-K&dateb=20211121&owner=include&count=10,verified_media,4,84.17,Silver,,OT/ICS systems affected; physical operations suspended for 3 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0713-001,Lindgren BioSciences Corp.,46519235994.21,CA,62,,384763,True,LIND.TO,2021-07-13,False,2021-09-16,2021-10-18,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,confirmed,298173,mixed,"cloud_infrastructure,customer_database,SCADA,HR_systems,email",28.59,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001383341&type=8-K&dateb=20211118&owner=include&count=10,,sec_filing,1,71.44,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0727-001,CircuitProto Robotics GmbH,927734843.99,DE,51,,2505,True,CIRC.DE,2025-07-27,True,2025-08-11,2025-08-29,phishing,supply_chain,,APT41,probable,,,"VPN,manufacturing_OT,cloud_infrastructure,HR_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001066183&type=8-K&dateb=20250909&owner=include&count=10,,sec_filing,1,70.38,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0929-001,Liverpool Holdings Ltd.,55311354.72,GB,52,,144,False,,2022-09-29,True,2022-10-01,2022-10-06,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,"SCADA,active_directory,website,payment_systems,email",,https://www.theregister.com/2022/05/13/liverpool-holdings-l_security_incident/,,verified_media,4,72.03,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0629-002,Melbourne Advisory Pty Ltd.,33203239811.6,AU,52,,82705,True,MELB.AX,2022-06-29,False,2022-07-02,2022-07-11,ransomware,,,Akira,confirmed,11336,health,"cloud_infrastructure,website,HR_systems,backup_systems,payment_systems",,https://www.crowdstrike.com/blog/melbourne-advisory-p-intrusion-analysis-2022/,https://www.melbourne-advisory-pty-lt.com/newsroom/2022/05/security-update,cybersecurity_firm,3,52.25,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1022-002,TreasuryAsset Insurance Group Inc.,8448823347.33,US,52,,22989,False,,2025-10-22,False,2025-10-24,2025-11-17,data_breach,,,,,15237,IP,"SCADA,SSO,manufacturing_OT,email",,https://www.theregister.com/2025/11/24/treasuryasset-insura_security_incident/,,verified_media,4,93.5,Gold,,Previously breached in 2024; confirmed as separate campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0426-001,Weber Diagnostics Group Inc.,48296303.23,US,62,,461,False,,2024-04-26,False,2024-05-05,2024-05-09,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,BlackBasta,probable,,,"file_servers,backup_systems,VPN,cloud_infrastructure",,https://www.bleepingcomputer.com/news/security/weber-diagnostics-group-i-hit-by-cyberattack-2024/,https://www.weber-diagnostics-group-i.com/newsroom/2024/09/security-update,verified_media,4,93.4,Gold,,Third-party managed service provider was initial entry point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0425-001,Lambert MedTech Co.,288092661.28,US,62,,1744,False,,2021-04-25,False,2021-06-25,2021-07-05,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hunters_International,confirmed,232716,health,"customer_database,SSO,manufacturing_OT,SCADA",,https://www.lambert-medtech-co.com/newsroom/2021/10/security-update,,company_pr,2,84.63,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0917-001,Azure Public Agency Holdings Inc.,50517637701.42,US,92,,486842,False,,2025-09-17,False,2025-10-21,2025-11-13,ransomware,,,,,6621,PII,cloud_infrastructure,54.03,https://www.theregister.com/2025/03/01/azure-public-agency-_security_incident/,,verified_media,4,90.21,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0728-001,Patriot Bravo Partners Co.,524627181.1,US,54,11,2146,False,,2025-07-28,False,2025-08-02,2025-11-09,trojan,ransomware,,BlackCat/ALPHV,suspected,646765,PII,"SSO,customer_database",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001125304&type=8-K&dateb=20250824&owner=include&count=10,https://www.bfdi.bund.de/decisions/2025/07/INQ-2025-00199,sec_filing,1,57.59,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0205-001,Trident Azure Diagnostics PLC,113874801.88,GB,62,51,853,False,,2023-02-05,False,2023-08-05,2023-09-11,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,163660,financial,"manufacturing_OT,customer_database",,https://www.trident-azure-diagnostics.com/newsroom/2023/10/security-update,,company_pr,2,65.79,Bronze,,Partial remediation completed within 48h; full recovery took 14 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1029-001,Vertex Thera Labs Inc.,12362150212.23,CA,62,,100161,True,VTL.TO,2024-10-29,True,2024-11-03,2024-11-16,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,BlackBasta,suspected,45521,mixed,"active_directory,backup_systems,SSO,ERP",53.17,https://www.vertex-thera-labs-inc.com/newsroom/2024/07/security-update,,company_pr,2,74.28,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0710-001,Orbit Lynx MedTech Corp.,2637111316.07,MX,62,,24055,False,,2025-07-10,False,2025-10-11,2025-10-14,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,238589,credentials,"website,HR_systems,CRM",,https://www.bleepingcomputer.com/news/security/orbit-lynx-medtech-corp-hit-by-cyberattack-2025/,https://www.crowdstrike.com/blog/orbit-lynx-medtech-c-intrusion-analysis-2025/,verified_media,4,78.94,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1002-001,Prism Raptor Bank Group Inc.,3791159925.65,US,52,,9998,False,,2023-10-02,False,2023-10-13,2023-10-21,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,NoName057,probable,996123,PII,"customer_database,ERP,VPN,CRM",,https://www.bfdi.bund.de/decisions/2023/10/INQ-2023-00203,,gdpr_notification,1,81.46,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0612-001,ValueValue Stores Co.,690054803.15,US,44-45,,6416,False,,2025-06-12,False,2025-06-12,2025-08-16,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,RansomHub,suspected,,,"payment_systems,manufacturing_OT",24.35,https://blog.talosintelligence.com/2025/08/valuevalue-stores-co-campaign.html,https://www.cnil.fr/decisions/2025/10/INQ-2025-00204,cybersecurity_firm,3,99.46,Gold,,OT/ICS systems affected; physical operations suspended for 30 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0703-001,Liverpool Capital Group PLC,52421076107.85,GB,52,,234687,False,,2024-07-03,False,2024-07-12,2024-08-13,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Vice_Society,confirmed,55354,PII,"SSO,website,active_directory,customer_database,HR_systems",262.83,https://www.liverpool-capital-group-p.com/newsroom/2024/12/security-update,https://therecord.media/2024/08/12/liverpool-capital-group-p-breached,company_pr,2,80.78,Silver,,Multiple subsidiaries affected across 5 jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0611-001,Campbell Intelligence Group Inc.,14999380161.68,BE,51,,25904,True,CAMP.BR,2025-06-11,False,2025-07-15,2025-08-24,ddos,,,Conti,unknown,,,"SSO,ERP,file_servers",,https://www.campbell-intelligence-gro.com/newsroom/2025/04/security-update,,company_pr,2,83.55,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0910-001,Thompson Bank Group Inc.,153166417.74,PH,52,51,699,True,THOM.PH,2024-09-10,False,2024-09-14,2024-09-30,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,,,"email,HR_systems",26.51,https://www.thompson-bank-group-inc.com/newsroom/2024/01/security-update,,company_pr,2,76.83,Silver,,Company undergoing M&A at time of incident; financial attribution complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0810-001,Citadel Condor Bank Ltd.,1810191789.02,GB,52,,5353,True,CCB.L,2021-08-10,False,2021-10-10,2021-10-18,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,1198,health,"SSO,backup_systems,email,cloud_infrastructure,customer_database",66.13,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001196134&type=8-K&dateb=20210207&owner=include&count=10,,sec_filing,1,73.39,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1215-001,Quartz Noble Fabrication Corp.,456557938.71,CA,31-33,,1615,True,QNF.TO,2023-12-15,True,2024-01-14,2024-02-18,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Cuba_Ransomware,probable,67207,credentials,"email,CRM",,https://www.quartz-noble-fabrication-.com/newsroom/2023/08/security-update,https://www.theregister.com/2023/08/28/quartz-noble-fabrica_security_incident/,company_pr,2,96.26,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
